,filename,caption,caption_old,caption_new
10440,amazonfurniture_page317_3.png,mandycng living room bedroom foldable sofa lounge chair adjustable backrest angle sofa bed removable cover easy to clean indoor outdoor convertible folding leisure recliner sofa bed,"Mandycng Living Room Bedroom Foldable Sofa Lounge Chair, Adjustable Backrest Angle Sofa Bed, Removable Cover Easy to Clean, Indoor Outdoor Convertible Folding Leisure Recliner Sofa Bed",bedroom foldable sofa lounge chair adjustable backrest angle sofa bed removable cover easy to clean indoor outdoor convertible folding leisure recliner sofa bed
10441,amazonfurniture_page317_4.png,kanizz elegant living room bedroom foldable sofa lounge chair adjustable backrest angle sofa bed removable cover easy to clean indoor outdoor convertible folding leisure recliner sofa bed,"Kanizz Elegant Living Room Bedroom Foldable Sofa Lounge Chair, Adjustable Backrest Angle Sofa Bed, Removable Cover Easy to Clean, Indoor Outdoor Convertible Folding Leisure Recliner Sofa Bed",living room bedroom foldable sofa lounge chair adjustable backrest angle sofa bed removable cover easy to clean indoor outdoor convertible folding leisure recliner sofa bed
10442,amazonfurniture_page317_5.png,wrea sofa bed fabric adjustable black,Wrea Sofa Bed Fabric Adjustable Black,fabric adjustable black
10443,amazonfurniture_page317_6.png,single folding sofa bed chair rotating sofa bed folding bed for single sleep guest home bedroom living room office indoor b,"Single Folding Sofa Bed Chair, Rotating Sofa Bed Folding Bed, for Single Sleep Guest Home Bedroom Living Room Office Indoor,B",sofa bed chair rotating sofa bed folding bed for single sleep guest home bedroom living room office indoor b
10444,amazonfurniture_page317_7.png,dfcdna green banana leaf home sofa dustproof cushion four season green plants size  ,DFCDNA Green Banana Leaf Home Sofa Dustproof Cushion 4 Season Green Plants (Size : 90160cm),banana leaf home sofa dustproof cushion four season green plants size
10445,amazonfurniture_page317_8.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  white size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : White, Size : 90120)",sofa dustproof suit comfortable washable luxury sofa cushion color white size
10446,amazonfurniture_page317_9.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  brown size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : Brown, Size : 4545)",sofa dustproof suit comfortable washable luxury sofa cushion color brown size
10447,amazonfurniture_page317_10.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  pink size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : Pink, Size : 5050)",sofa dustproof suit comfortable washable luxury sofa cushion color pink size
10448,amazonfurniture_page317_11.png,dfcdna flower plant four season dustproof sofa cushion size  ,DFCDNA Flower Plant 4 Season Dustproof Sofa Cushion (Size : 90240cm),plant four season dustproof sofa cushion size
10449,amazonfurniture_page317_12.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  white size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : White, Size : 110240)",sofa dustproof suit comfortable washable luxury sofa cushion color white size
10450,amazonfurniture_page317_13.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  white size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : White, Size : 110180)",sofa dustproof suit comfortable washable luxury sofa cushion color white size
10451,amazonfurniture_page317_14.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  purple size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : Purple, Size : 5050)",sofa dustproof suit comfortable washable luxury sofa cushion color purple size
10452,amazonfurniture_page317_15.png,rivet sloane mid century modern sofa with tufted back  shell,"Rivet Sloane Mid-Century Modern Sofa with Tufted Back, 79.9""W, Shell",century modern sofa with tufted back shell
10453,amazonfurniture_page317_16.png,stone and beam dalton sectional sofa couch  stone,"Stone & Beam Dalton Sectional Sofa Couch, 91.5""W, Stone",sectional sofa couch stone
10454,amazonfurniture_page317_17.png,great deal furniture  viviana three seater sofa with wood legs gray and natural finish,"Great Deal Furniture 309141 Viviana Three Seater Sofa with Wood Legs, Gray and Natural Finish",three seater sofa with wood legs gray and natural finish
10455,amazonfurniture_page317_18.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  white size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : White, Size : 50135)",sofa dustproof suit comfortable washable luxury sofa cushion color white size
10456,amazonfurniture_page317_19.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  purple size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : Purple, Size : 90160)",sofa dustproof suit comfortable washable luxury sofa cushion color purple size
10457,amazonfurniture_page317_20.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  purple size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : Purple, Size : 70120)",sofa dustproof suit comfortable washable luxury sofa cushion color purple size
10458,amazonfurniture_page317_21.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  purple size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : Purple, Size : 110110)",sofa dustproof suit comfortable washable luxury sofa cushion color purple size
10459,amazonfurniture_page317_22.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  purple size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : Purple, Size : 11090)",sofa dustproof suit comfortable washable luxury sofa cushion color purple size
10460,amazonfurniture_page317_23.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  white size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : White, Size : 9070)",sofa dustproof suit comfortable washable luxury sofa cushion color white size
10461,amazonfurniture_page317_24.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  purple size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : Purple, Size : 110160)",sofa dustproof suit comfortable washable luxury sofa cushion color purple size
10462,amazonfurniture_page317_25.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  purple size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : Purple, Size : 7090)",sofa dustproof suit comfortable washable luxury sofa cushion color purple size
10463,amazonfurniture_page317_26.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  purple size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : Purple, Size : 70240)",sofa dustproof suit comfortable washable luxury sofa cushion color purple size
10464,amazonfurniture_page317_27.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  purple size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : Purple, Size : 110210)",sofa dustproof suit comfortable washable luxury sofa cushion color purple size
10465,amazonfurniture_page317_28.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  pink size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : Pink, Size : 5070)",sofa dustproof suit comfortable washable luxury sofa cushion color pink size
10466,amazonfurniture_page317_29.png,dfcdna winter padded sofa dustproof suit comfortable washable luxury sofa cushion color  white size  ,"DFCDNA Winter Padded Sofa Dustproof Suit Comfortable Washable Luxury Sofa Cushion (Color : White, Size : 90260)",sofa dustproof suit comfortable washable luxury sofa cushion color white size
10467,amazonfurniture_page317_30.png,rivet sloane mid century modern sofa with tufted back  pebble,"Rivet Sloane Mid-Century Modern Sofa with Tufted Back, 79.9""W, Pebble",century modern sofa with tufted back pebble
10468,amazonfurniture_page317_31.png,rivet revolve modern upholstered sofa with tapered legs  denim,"Rivet Revolve Modern Upholstered Sofa with Tapered Legs, 79.9""W, Denim",upholstered sofa with tapered legs denim
10469,amazonfurniture_page317_32.png,rivet north end exposed wood modern sofa  grey weave,"Rivet North End Exposed Wood Modern Sofa, 78""W, Grey Weave",exposed wood modern sofa grey weave
10470,amazonfurniture_page318_0.png,rivet cove mid century modern tufted sofa with tapered legs  dark grey,"Rivet Cove Mid-Century Modern Tufted Sofa with Tapered Legs, 72""W, Dark Grey",century modern tufted sofa with tapered legs dark grey
10471,amazonfurniture_page318_1.png,housel living  armchair dark blue,"Housel Living HSL238-FB-1S Armchair, Dark Blue",armchair dark blue
10472,amazonfurniture_page318_2.png,housel living  armchair sky blue,"Housel Living HSL387-1S Armchair, Sky Blue",armchair sky blue
10473,amazonfurniture_page318_3.png,xiao tian european four seasons universal non slip combination chaise sofa cushion sofa cover cushion full bag universal sofa cover color  golden code water blue size  ,"Xiao Tian European Four Seasons Universal Non-Slip Combination Chaise Sofa Cushion Sofa Cover Cushion Full Bag Universal Sofa Cover (Color : Golden Code Water Blue, Size : 80120)",european four seasons universal non slip combination chaise sofa cushion sofa cover cushion full bag universal sofa cover color golden code water blue size
10474,amazonfurniture_page318_4.png,xiao tian european four seasons universal non slip combination chaise sofa cushion sofa cover cushion full bag universal sofa cover color  english light coffee size  ,"Xiao Tian European Four Seasons Universal Non-Slip Combination Chaise Sofa Cushion Sofa Cover Cushion Full Bag Universal Sofa Cover (Color : English Light Coffee, Size : 70210)",european four seasons universal non slip combination chaise sofa cushion sofa cover cushion full bag universal sofa cover color english light coffee size
10475,amazonfurniture_page318_5.png,xiao tian european four seasons universal non slip combination chaise sofa cushion sofa cover cushion full bag universal sofa cover color  dream philippine grey size  ,"Xiao Tian European Four Seasons Universal Non-Slip Combination Chaise Sofa Cushion Sofa Cover Cushion Full Bag Universal Sofa Cover (Color : Dream Philippine Grey, Size : 90210)",european four seasons universal non slip combination chaise sofa cushion sofa cover cushion full bag universal sofa cover color dream philippine grey size
10476,amazonfurniture_page318_6.png,xiao tian european four seasons universal non slip combination chaise sofa cushion sofa cover cushion full bag universal sofa cover color  mona white size  ,"Xiao Tian European Four Seasons Universal Non-Slip Combination Chaise Sofa Cushion Sofa Cover Cushion Full Bag Universal Sofa Cover (Color : Mona White, Size : 70240)",european four seasons universal non slip combination chaise sofa cushion sofa cover cushion full bag universal sofa cover color mona white size
10477,amazonfurniture_page318_7.png,xiao tian european four seasons universal non slip combination chaise sofa cushion sofa cover cushion full bag universal sofa cover color  warm sun blue size  ,"Xiao Tian European Four Seasons Universal Non-Slip Combination Chaise Sofa Cushion Sofa Cover Cushion Full Bag Universal Sofa Cover (Color : Warm Sun Blue, Size : 80240)",european four seasons universal non slip combination chaise sofa cushion sofa cover cushion full bag universal sofa cover color warm sun blue size
